src,rel,dst,src_label,dst_label,row_id
324,lose,216,rigger,footing,31917
4515,wave,1374,_,height,31918
116,work,548,they,platform,31919
116,hang,548,they,platform,31920
105,stand,13799,team,in,31921
2141,enclose,13800,work area,handrails findings_x000d,31922
324,step,2673,rigger,subsea,31923
324,fall,2673,rigger,subsea,31924
324,lose,13801,rigger,footing slip,31925
13802,come,2673,securing clips,subsea,31926
13802,drop,2673,securing clips,subsea,31927
428,replace,13803,welder,grating section,31928
5068,wear,13804,team members,arrest equipment,31929
324,lose,216,rigger,footing,31930
2082,transport,2289,trucking company,reel,31931
13595,follow,587,pilot vehicle,route,31932
13595,direct,13596,pilot vehicle,transport truck,31933
48,strike,2166,it,underside,31934
2082,transport,2289,trucking company,reel,31935
13595,follow,587,pilot vehicle,route,31936
13595,direct,13596,pilot vehicle,transport truck,31937
48,strike,2166,it,underside,31938
2082,transport,2289,trucking company,reel,31939
13595,follow,587,pilot vehicle,route,31940
13595,direct,13596,pilot vehicle,transport truck,31941
48,strike,2166,it,underside,31942
947,execute,13805,contractor,river crossing,31943
5159,require,13806,water pump,to be installed_x000d,31944
564,move,13807,crew,water pumps,31945
116,connect,11578,they,suction hose,31946
1114,hose_xd,4515,tag line,_,31947
758,hold,640,workers,tag lines,31948
242,dispatch,4076,doctor,ambulance,31949
4864,reveal,13808,results,fracture injuries,31950
13809,confirm,52,diagnostic,one,31951
13809,detect,810,diagnostic,injuries,31952
25,wasevaluate,13810,ip,surgeon,31953
30,recommend,1810,that,surgery,31954
25,receive,13811,ip,surgery _ x000d _,31955
13812,review,13811,jsa tbt,surgery _ x000d _,31956
48,cover,13813,it,exclusion zones _,31957
8283,,13813,check list,exclusion zones _,31958
8283,fill,13813,check list,exclusion zones _,31959
118,,13814,operator,view _,31960
13815,evaluate,7508,ground conditions,crew_x000d,31961
564,leave,10036,crew,site _,31962
10985,open,115,building employee,door,31963
143,pass,143,vessel,vessel,31964
13816,move,748,linkspans,motion,31965
143,pass,143,vessel,vessel,31966
13816,move,748,linkspans,motion,31967
13817,relocate,2841,aa498 il,generator,31968
1691,inform,6621,security,hse department,31969
86,conduct,463,hse,investigation,31970
86,,13818,hse,findings_x000d,31971
424,,9360,driver,flagman,31972
30,follow,2491,that,procedure,31973
93,tide,8808,he,materials,31974
93,,196,he,turn,31975
30,delimit,6544,that,storage area,31976
93,break,77,he,ankle,31977
25,receive,13819,ip,aids x000d _,31978
25,join,10480,ip,project _,31979
25,attend,13820,ip,trainings works,31980
6119,attach,4515,evidences,_,31981
1347,take,351,examination,place,31982
25,undertake,13821,ip,alcotest,31983
98,level,4515,area,_,31984
25,reach,6771,ip,camp,31985
93,test,13822,he,negative_x000d _,31986
93,find,13822,he,negative_x000d _,31987
13823,gather,13822,tie himself,negative_x000d _,31988
25,give,13824,ip,instructions _,31989
93,tie,374,he,them,31990
30,delimit,6544,that,storage area,31991
93,notice,3873,he,cone,31992
93,,196,he,turn,31993
93,sustain,13825,he,injuries _,31994
564,inform,13826,crew,aids_x000d _,31995
25,receive,13826,ip,aids_x000d _,31996
79,fall,77,him,ankle,31997
79,fracture,77,him,ankle,31998
2960,appear,13827,clamp,to be connected adequately,31999
13828,change,6497,serimax,air hose,32000
278,catch,13829,strap,burr,32001
278,break,13829,strap,burr,32002
13830,bent,13831,handwheels,stems,32003
278,catch,13829,strap,burr,32004
278,break,13829,strap,burr,32005
13830,bent,13831,handwheels,stems,32006
13832,experience,939,findings_x000d one,irritation,32007
13832,visit,64,findings_x000d one,medic,32008
93,examine,64,he,medic,32009
78,contact,7530,who,isos,32010
13833,administer,3500,irrigation,eye drops,32011
25,give,3500,ip,eye drops,32012
93,give,3500,he,eye drops,32013
25,take,13834,ip,rest cause_x000d,32014
12215,blow,894,particles,wind,32015
93,wear,13835,he,safety glasses visor,32016
13836,join,934,volkswagen car,road,32017
13836,fail,5624,volkswagen car,to stop,32018
794,sustain,83,vehicles,damage,32019
384,contact,850,hand,edge,32020
63,cause,269,this,laceration,32021
2462,suspend,867,plate,start,32022
63,,82,this,potential,32023
2462,swing,100,plate,worker,32024
2462,hit,100,plate,worker,32025
4515,manlift,13837,_,license plate,32026
1626,,13838,collision,occurred_x000d,32027
5951,operate,13839,manlift,driver nikishov mikhael vladimirovich,32028
13840,consider,13841,mv did_x000d,features,32029
63,cause,13841,this,features,32030
10578,lift,1331,slipping,wheel,32031
13842,,756,pickup_x000d volkswagen,maneuver,32032
94,cause,1626,which,collision,32033
531,receive,13843,side,minor_x000d _ damages,32034
118,report,80,operator,incident,32035
4515,wave,1374,_,height,32036
116,work,548,they,platform,32037
116,hang,548,they,platform,32038
105,stand,13799,team,in,32039
2141,enclose,13800,work area,handrails findings_x000d,32040
324,step,2673,rigger,subsea,32041
324,fall,2673,rigger,subsea,32042
324,lose,13801,rigger,footing slip,32043
13802,come,2673,securing clips,subsea,32044
13802,drop,2673,securing clips,subsea,32045
428,replace,13803,welder,grating section,32046
5068,wear,13804,team members,arrest equipment,32047
324,lose,216,rigger,footing,32048
4515,wave,1374,_,height,32049
116,work,548,they,platform,32050
116,hang,548,they,platform,32051
105,stand,13799,team,in,32052
2141,enclose,13800,work area,handrails findings_x000d,32053
324,step,2673,rigger,subsea,32054
324,fall,2673,rigger,subsea,32055
324,lose,13801,rigger,footing slip,32056
13802,come,2673,securing clips,subsea,32057
13802,drop,2673,securing clips,subsea,32058
428,replace,13803,welder,grating section,32059
5068,wear,13804,team members,arrest equipment,32060
324,lose,216,rigger,footing,32061
94,discover,13844,which,lng specialists,32062
94,eliminate,1601,which,means,32063
6593,treat,13845,officer,condominium,32064
242,recommend,718,doctor,consultation,32065
30,fail,13846,that,mm id tube,32066
931,lower,13847,operators,optic cables fillers,32067
1677,lower,13847,rest,optic cables fillers,32068
48,appear,13848,it,to be tight,32069
2960,,6194,clamp,travel,32070
3141,take,5129,bolts,vham,32071
3141,take,5981,bolts,_ x000d _,32072
5806,place,5981,clamps,_ x000d _,32073
5806,lower,5981,clamps,_ x000d _,32074
13849,fail,13850,clamp steel tube,resulting in tube,32075
253,swung,681,crane operator,crane,32076
1549,graze,1035,weight,hat,32077
80,cause,13851,incident,crush fall,32078
758,continue,984,workers,to work,32079
100,,1016,worker,inch,32080
398,fall,7954,piece,train,32081
398,roll,7954,piece,train,32082
13852,check,2149,rt operator,environment,32083
622,remove,2149,people,environment,32084
13852,wear,13853,rt operator,radiation device protection clothing,32085
4529,find,13854,shift supervisor,level instruments,32086
13852,check,2149,rt operator,environment,32087
622,remove,2149,people,environment,32088
13852,wear,13853,rt operator,radiation device protection clothing,32089
4529,find,13854,shift supervisor,level instruments,32090
25,pay,823,ip,attention,32091
9189,tell,79,coworkers,him,32092
93,,1076,he,blood,32093
63,,416,this,effect,32094
118,feel,314,operator,pain,32095
52,side,6429,one,demand,32096
100,,5145,worker,pin bar,32097
1195,slip,74,bar,lip,32098
1195,hit,74,bar,lip,32099
13223,knock,48,hardhat,it,32100
10274,,1549,pipe spool,weight,32101
2004,give,1076,member,blood,32102
986,cause,80,accident,incident,32103
564,load,189,crew,truck,32104
13855,stack,52,sealant,one,32105
376,fall,509,box,foot,32106
376,hit,509,box,foot,32107
6818,check,13856,surveyor,reference point,32108
13857,pass,13858,kelly beam,surveyor assistant,32109
63,cause,4752,this,circuit,32110
25,resume,1388,ip,duty,32111
985,hit,461,company vehicle,car,32112
94,provide,319,which,protection,32113
1589,take,351,activities,place,32114
13852,check,2149,rt operator,environment,32115
622,remove,2149,people,environment,32116
13852,wear,13853,rt operator,radiation device protection clothing,32117
4529,find,13854,shift supervisor,level instruments,32118
13852,check,2149,rt operator,environment,32119
622,remove,2149,people,environment,32120
13852,wear,13853,rt operator,radiation device protection clothing,32121
4529,find,13854,shift supervisor,level instruments,32122
46,replace,6521,employee,test flange,32123
46,take,13859,employee,test flange flange,32124
46,set,328,employee,flange,32125
93,bump,531,he,side,32126
284,talk,48,we,it,32127
93,go,48,he,it,32128
13860,hit,9,rig telehandler,end,32129
93,access,13861,he,scaffolding platform,32130
25,report,63,ip,this,32131
25,continue,1388,ip,duty,32132
93,feel,314,he,pain,32133
93,inform,14,he,supervisor,32134
14,instruct,13862,supervisor,him _ x000d _,32135
25,give,281,ip,treatment,32136
93,resume,1589,he,activities,32137
13863,grant,1112,f h,permission,32138
93,struggle,13864,he,to lift the container,32139
63,observe,432,this,personnel,32140
582,,255,container,contact,32141
857,alter,13863,ptw,f h,32142
857,issue,13863,ptw,f h,32143
642,demonstrate,4584,the,series,32144
118,depressurize,10091,operator,flow line,32145
2963,ignite,13865,bucket,causing a small fire,32146
118,extinguish,126,operator,fire,32147
118,isolate,109,operator,valve,32148
13866,ryk,13867,apparatets vaier,tvert av,32149
246,apparatet,13868,i,trinse system,32150
13869,ve,13870,fres bak ryggen,utfring av,32151
246,regionen_xd,13871,i,x000d _ update_x000d,32152
25,present,717,ip,himself,32153
64,examine,13872,medic,ip ankle,32154
64,treat,13873,medic,ip accordingley,32155
463,start,13874,investigation,subcontractor shengliyoujian,32156
46,drive,461,employee,car,32157
46,strike,424,employee,driver,32158
46,drive,461,employee,car,32159
46,strike,424,employee,driver,32160
118,park,3635,operator,gantry crane,32161
681,park,870,crane,motor,32162
681,gear,446,crane,part,32163
13875,escape,13876,air boil,flushing little operators_x000d,32164
13877,secure,3281,bricolage flexible,ring,32165
13878,secure,3281,security dialogue flexible,ring,32166
25,inform,3365,ip,anyone,32167
25,need,9178,ip,to be evacuated,32168
118,observe,13879,operator,mist,32169
134,enter,121,fluid,water,32170
432,affect,2171,personnel,spray,32171
5964,inform,14,fitter,supervisor,32172
93,go,216,he,footing,32173
93,lose,216,he,footing,32174
93,return,13880,he,health practitioner,32175
93,review,13880,he,health practitioner,32176
13881,conduct,133,bptt employee,inspection,32177
105,lower,1140,team,support,32178
105,lower,1140,team,support,32179
1065,teve,13882,colaborador,seu afetado com,32180
13883,,193,na mesa de trabalho,navio,32181
13884,,1939,o acidentado realizava organizao,local,32182
46,injure,13885,employee,foreingn body,32183
30,hit,65,that,eye,32184
93,carry,243,he,task,32185
93,organize,98,he,area,32186
3626,conduct,13886,foreman,shift box talk,32187
5068,give,243,team members,task,32188
13887,inspect,13888,fitter kv cherepanov,cable trace,32189
5068,go,13889,team members,ip foreman,32190
78,hear,2032,who,sound,32191
5068,see,25,team members,ip,32192
5068,inform,3626,team members,foreman,32193
3626,inform,6621,foreman,hse department,32194
13887,inspect,13888,fitter kv cherepanov,cable trace,32195
351,indicate,4515,place,_,32196
2617,locate,4515,opening,_,32197
13890,stand,13888,kv cherepanov,cable trace,32198
25,wear,13891,ip,safety lanyard,32199
93,use,48,he,it,32200
13892,,13893,system cover,damages_x000d,32201
50,move,1294,technician,items,32202
336,hit,3885,forks,water pipe,32203
13894,release,13895,trave,rege,32204
13894,hit,13895,trave,rege,32205
93,,939,he,irritation,32206
367,visit,10571,individual,medic_x000d _,32207
64,spot,13896,medic,fleck,32208
367,leave,143,individual,vessel,32209
367,receive,1728,individual,assistance,32210
367,recollect,8195,individual,incident _,32211
1107,enter,65,object,eye,32212
367,determined_xd,4515,individual,_,32213
367,give,13897,individual,tetanus vaccination,32214
93,recollect,13898,he,booster,32215
64,inspect,65,medic,eye,32216
13899,administered_xd,4515,indications tetanus vaccination,_,32217
7530,contact,143,isos,vessel,32218
278,catch,13829,strap,burr,32219
278,break,13829,strap,burr,32220
13830,bent,13831,handwheels,stems,32221
278,catch,13829,strap,burr,32222
278,break,13829,strap,burr,32223
13830,bent,13831,handwheels,stems,32224
286,perform,13900,collaborator,sleeping rem,32225
4608,do,5734,angra,reis,32226
246,haul,13901,i,grease unit,32227
13902,operate,98,jcb,area,32228
13902,backfille,98,jcb,area,32229
118,manoeuvre,13902,operator,jcb,32230
93,hit,13432,he,lighting pole,32231
9490,inform,13903,technip,lighting pole line,32232
836,deenergize,170,operations,line,32233
10625,strike,2776,team_x000d _,conversation,32234
13904,proceed,4515,azf foreman,_,32235
13905,confirm,4515,ogct supervisor,_,32236
116,undertake,10848,they,radiography,32237
1290,activate,52,elbow,one,32238
94,close,13906,which,qcv,32239
308,inspect,3737,valves,chief engineer,32240
308,,11529,valves,issues_x000d _,32241
13907,stop,708,load transfer,findings,32242
10312,,708,kenz crane,findings,32243
94,load,8049,which,pad eye,32244
48,drop,13908,it,levels,32245
1549,weigh,4515,weight,_,32246
9659,include,1313,discussions,need,32247
284,protect,6244,we,link,32248
30,,9586,that,pad eyes,32249
463,findings_xd,4515,investigation,_,32250
10470,inspect,4515,tugger,_,32251
10470,serviceable_xd,4515,tugger,_,32252
94,affect,9586,which,pad eyes,32253
94,overload,13909,which,winch _,32254
1116,position,4515,number,_,32255
13910,pay,6198,confusion,x000d _,32256
13907,stop,708,load transfer,findings,32257
10312,,708,kenz crane,findings,32258
94,load,8049,which,pad eye,32259
48,drop,13908,it,levels,32260
1549,weigh,4515,weight,_,32261
9659,include,1313,discussions,need,32262
284,protect,6244,we,link,32263
30,,9586,that,pad eyes,32264
463,findings_xd,4515,investigation,_,32265
10470,inspect,4515,tugger,_,32266
10470,serviceable_xd,4515,tugger,_,32267
94,affect,9586,which,pad eyes,32268
94,overload,13909,which,winch _,32269
1116,position,4515,number,_,32270
13910,pay,6198,confusion,x000d _,32271
9689,perform,2894,halliburton,pressure test,32272
945,eject,1019,pipe,debris,32273
945,scatter,1019,pipe,debris,32274
48,fling,945,it,pipe,32275
48,strike,13911,it,i beam handrails,32276
947,pull,1573,contractor,cable,32277
947,,263,contractor,arm,32278
93,move,48,he,it,32279
947,catch,13912,contractor,ceiling support,32280
94,give,104,which,way,32281
94,bring,13913,which,ceiling tiles,32282
1650,fit,13914,light,way ceiling tiles,32283
48,construct,13915,it,ceiling hangers,32284
25,close,115,ip,door,32285
3552,,2841,flt,generator,32286
3552,bank,335,flt,banksman,32287
3552,,2841,flt,generator,32288
3552,bank,335,flt,banksman,32289
3552,,2841,flt,generator,32290
3552,bank,335,flt,banksman,32291
286,collapse,263,collaborator,arm,32292
93,feel,4641,he,discharge,32293
2854,flexvel,7156,linha,sofrer leso,32294
93,drop,10933,he,scaffolding element,32295
93,carry,94,he,which,32296
25,inform,3365,ip,anyone,32297
25,apply,13916,ip,north,32298
25,need,9178,ip,to be evacuated,32299
100,prepare,13917,worker,grout,32300
93,place,13918,he,packet,32301
13919,come,13918,powder,packet,32302
100,inform,13920,worker,hse department aid,32303
30,,12103,that,buoys,32304
324,start,13921,rigger,closing the forks,32305
116,stick,13921,they,closing the forks,32306
93,,374,he,them,32307
335,lift,9,banksman,end,32308
335,lose,729,banksman,grip,32309
324,remove,384,rigger,hand,32310
1288,catch,384,index finger,hand,32311
93,resume,3655,he,work activities,32312
36,hit,12966,vehicle,passenger door,32313
50,drive,30,technician,that,32314
63,cause,83,this,damage,32315
2174,follow,13403,steps,to be at fault,32316
424,find,13403,driver,to be at fault,32317
36,hit,12966,vehicle,passenger door,32318
50,drive,30,technician,that,32319
63,cause,83,this,damage,32320
2174,follow,13403,steps,to be at fault,32321
424,find,13403,driver,to be at fault,32322
3713,cause,13922,spill,wash,32323
13923,increase,9974,day crew,choke,32324
10229,continue,5519,night shift,sop,32325
13924,occur,13925,washout,sop area _,32326
10229,affect,12881,night shift,area _,32327
3713,cause,13922,spill,wash,32328
13923,increase,9974,day crew,choke,32329
10229,continue,5519,night shift,sop,32330
13924,occur,13925,washout,sop area _,32331
10229,affect,12881,night shift,area _,32332
5413,run,7007,bell,#,32333
2788,enter,5413,bellman,bell,32334
63,take,351,this,place,32335
1550,hear,1022,diver,leak,32336
48,vent,13926,it,trunk,32337
8554,open,13927,order,clamp trolley,32338
8512,carry,12523,dive technicians,trials,32339
13928,take,13929,_ aft bell,being carried out,32340
9083,were_xd,13930,weather conditions,wave height,32341
243,complete,13483,task,chain hoists,32342
13931,gain,3276,housing,clearance,32343
33,taken_xd,4515,action,_,32344
50,inspect,6649,technician,connector,32345
1605,statement,12477,witness,taken_x000d _,32346
9083,were_xd,13930,weather conditions,wave height,32347
243,complete,13483,task,chain hoists,32348
13931,gain,3276,housing,clearance,32349
33,taken_xd,4515,action,_,32350
50,inspect,6649,technician,connector,32351
1605,statement,12477,witness,taken_x000d _,32352
13932,support,945,earth berms,pipe,32353
7555,lift,945,sideboom,pipe,32354
7555,lift,945,sideboom,pipe,32355
7555,start,13933,sideboom,moving towards him,32356
446,hit,13934,part,tibia,32357
1808,inform,14,colleagues,supervisor,32358
13935,transfer,25,rescue team,ip,32359
25,receive,102,ip,aid,32360
93,transfer,102,he,aid,32361
93,return,102,he,aid,32362
25,commence,13936,ip,working in tap project,32363
25,receive,7325,ip,project safety induction,32364
25,,7326,ip,fitness,32365
13937,conduct,14,daily tbt,supervisor,32366
13937,attend,13938,daily tbt,supervisor crew,32367
13937,sign,564,daily tbt,crew,32368
30,cause,1025,that,skid,32369
25,,61,ip,distance,32370
13939,absorb,10637,skid pile soil berm,stress,32371
33,take,6528,action,_ x000d _ x000d,32372
13940,set,13941,op room,up_x000d _ 3,32373
105,call,13942,team,to site_x000d _ 6,32374
105,perform,6979,team,gas test,32375
13943,hit,620,norsk gjenvinneing,building,32376
13944,strike,13945,waste conatiner,building 46,32377
48,find,1195,it,bar,32378
116,,13946,they,torchlight,32379
25,,13947,ip,mm angle grinder,32380
25,move,4547,ip,body position,32381
25,lose,13948,ip,hand grip,32382
93,operate,320,he,grinder,32383
3449,cut,13949,angle grinder,steel strap flips,32384
1794,come,13950,disc,steel strap flips it,32385
3449,penetrate,48,angle grinder,it,32386
100,cut,400,worker,thumb,32387
118,position,446,operator,part,32388
118,position,446,operator,part,32389
13951,stop,13952,trailer operation,using approriate spill absorbants,32390
3713,clean,13952,spill,using approriate spill absorbants,32391
4641,enter,13953,discharge,ground soils water systems,32392
1478,remove,11834,technicians,damage hose,32393
1478,blank,851,technicians,connection,32394
13954,reinstate,13955,brake line,damage hose connection redundancy,32395
195,,13956,trailer,redundancy,32396
143,maintain,2190,vessel,course,32397
143,speed,3461,vessel,knots,32398
93,set,13397,he,funnel pipe arrangement,32399
646,happened_xd,6566,what,_ x000d,32400
93,proceed,13398,he,to make adjustments ,32401
93,,63,he,this,32402
13399,push,13400,bump cap,exhaust manifold,32403
1326,contact,13400,forehead,exhaust manifold,32404
6189,taken_xd,4515,_ immediate actions,_,32405
64,alert,13401,medic,burn ointment,32406
510,cool,13401,ice,burn ointment,32407
64,review,25,medic,ip,32408
64,determine,13402,medic,improvement _,32409
76,sustain,127,crew member,burn,32410
424,open,5127,driver,container door,32411
424,feel,13957,driver,load press,32412
118,extract,13958,operator,fall space rigidity _,32413
118,feel,13959,operator,cold,32414
9326,break,775,blue,scratch,32415
48,,775,it,scratch,32416
9345,come,30,sheet,that,32417
25,change,13960,ip,job location,32418
48,enter,522,it,bottom,32419
522,,13961,bottom,to bulge out,32420
878,move,3387,riser,itself,32421
48,centralise,3387,it,itself,32422
13962,return,3387,obs,itself,32423
105,lower,1140,team,support,32424
105,lower,1140,team,support,32425
25,keep,384,ip,hand,32426
2980,open,115,someone,door,32427
115,close,13963,door,automatically_x000d,32428
25,inform,14,ip,supervisor,32429
2825,rise,13964,client,facility management,32430
13965,lose,178,oiler,control,32431
25,join,10480,ip,project _,32432
25,,13966,ip,licence type,32433
25,attend,13967,ip,driving training _,32434
25,attend,13968,ip,induction training _,32435
11322,fit,13969,ivms,problems _,32436
48,instal,13969,it,problems _,32437
463,identify,13969,investigation,problems _,32438
13970,issue,13971,declaration,23rd _,32439
25,,10528,ip,months,32440
13972,reach,98,0630,area,32441
25,end,644,ip,shift,32442
25,,13973,ip,recollection,32443
36,register,13974,vehicle,ministry,32444
189,undertake,13975,truck,maintenance service,32445
25,wear,2035,ip,seatbelt,32446
30,cause,5950,that,extension,32447
13965,lose,178,oiler,control,32448
25,join,10480,ip,project _,32449
25,,13966,ip,licence type,32450
25,attend,13967,ip,driving training _,32451
25,attend,13968,ip,induction training _,32452
11322,fit,13969,ivms,problems _,32453
48,instal,13969,it,problems _,32454
463,identify,13969,investigation,problems _,32455
13970,issue,13971,declaration,23rd _,32456
25,,10528,ip,months,32457
13972,reach,98,0630,area,32458
25,end,644,ip,shift,32459
25,,13973,ip,recollection,32460
36,register,13974,vehicle,ministry,32461
189,undertake,13975,truck,maintenance service,32462
25,wear,2035,ip,seatbelt,32463
30,cause,5950,that,extension,32464
13965,lose,178,oiler,control,32465
25,join,10480,ip,project _,32466
25,,13966,ip,licence type,32467
25,attend,13967,ip,driving training _,32468
25,attend,13968,ip,induction training _,32469
11322,fit,13969,ivms,problems _,32470
48,instal,13969,it,problems _,32471
463,identify,13969,investigation,problems _,32472
13970,issue,13971,declaration,23rd _,32473
25,,10528,ip,months,32474
13972,reach,98,0630,area,32475
25,end,644,ip,shift,32476
25,,13973,ip,recollection,32477
36,register,13974,vehicle,ministry,32478
189,undertake,13975,truck,maintenance service,32479
25,wear,2035,ip,seatbelt,32480
30,cause,5950,that,extension,32481
93,notice,6660,he,steel structure,32482
93,hit,20,he,leg,32483
10840,pass,13976,pressure cap,seal test_x000d x000d _,32484
10840,take,351,pressure cap,place,32485
428,push,13977,welder,plunger,32486
118,observe,13794,operator,trolley motor touch,32487
118,,83,operator,damage,32488
118,observe,13794,operator,trolley motor touch,32489
118,,83,operator,damage,32490
1672,receive,13978,structure,damage_x000d _ x000d _,32491
1555,,2066,rigging,tension,32492
13979,get,13980,trunnion housing,damaged_x000d _,32493
48,resume,13981,it,cargo ops,32494
48,release,10151,it,bourbon explorer,32495
1672,need,963,structure,repairs,32496
2196,,13982,patient,fever,32497
93,,13983,he,cough,32498
93,,13983,he,cough,32499
13984,report,13985,deep arctic ip,feeling unwell to medic,32500
93,cross,13986,he,link road foot_x000d _,32501
13987,get,314,a a maslov,pain,32502
13987,get,314,a a maslov,pain,32503
13987,fall,314,a a maslov,pain,32504
13987,experience,314,a a maslov,pain,32505
13988,report,986,crew leader,accident,32506
371,deliver,25,arrangements,ip,32507
13989,slip,172,rega welder,head,32508
13989,fall,172,rega welder,head,32509
13989,hit,172,rega welder,head,32510
93,wear,977,he,helmet,32511
48,fall,977,it,helmet,32512
1251,hit,512,tech,beam,32513
46,clean,2020,employee,grease,32514
46,cut,287,employee,finger,32515
2962,perform,13990,cleaner,cleaning work,32516
3713,cause,13922,spill,wash,32517
13923,increase,9974,day crew,choke,32518
10229,continue,5519,night shift,sop,32519
13924,occur,13925,washout,sop area _,32520
10229,affect,12881,night shift,area _,32521
3713,cause,13922,spill,wash,32522
13923,increase,9974,day crew,choke,32523
10229,continue,5519,night shift,sop,32524
13924,occur,13925,washout,sop area _,32525
10229,affect,12881,night shift,area _,32526
30,drain,13462,that,desander,32527
30,drain,13462,that,desander,32528
13991,perform,13992,vеlеsstrоyмоntаzh,activities а train,32529
25,provide,102,ip,aid,32530
25,receive,6616,ip,referral,32531
512,sustain,83,beam,damage,32532
2082,transport,2289,trucking company,reel,32533
13595,follow,587,pilot vehicle,route,32534
13595,direct,13596,pilot vehicle,transport truck,32535
48,strike,2166,it,underside,32536
2082,transport,2289,trucking company,reel,32537
13595,follow,587,pilot vehicle,route,32538
13595,direct,13596,pilot vehicle,transport truck,32539
48,strike,2166,it,underside,32540
2082,transport,2289,trucking company,reel,32541
13595,follow,587,pilot vehicle,route,32542
13595,direct,13596,pilot vehicle,transport truck,32543
48,strike,2166,it,underside,32544
52,hit,5238,one,hip,32545
947,pull,1573,contractor,cable,32546
947,,263,contractor,arm,32547
93,move,48,he,it,32548
947,catch,13912,contractor,ceiling support,32549
94,give,104,which,way,32550
94,bring,13913,which,ceiling tiles,32551
1650,fit,13914,light,way ceiling tiles,32552
48,construct,13915,it,ceiling hangers,32553
116,affect,4515,they,_,32554
13993,drop,13994,line pressure,42bar,32555
48,deem,13995,it,to inspect,32556
1410,head_xd,4515,test,_,32557
398,lay,595,piece,access,32558
398,restrict,595,piece,access,32559
143,maintain,12051,vessel,course speed,32560
84,,13996,deck,chain barriers,32561
13997,suppose,13998,pulling head segments,to seat no marks,32562
6189,taken_xd,4515,_ immediate actions,_,32563
595,barriere,9022,access,off_x000d _,32564
13999,pull,14000,production flexible jumper,head disconnection,32565
93,move,51,he,pallet,32566
6041,roll,51,hanger,pallet,32567
14001,cut,3905,ug protection cable,excavator,32568
14002,cut,3905,project protection cable,excavator,32569
3552,,2841,flt,generator,32570
3552,bank,335,flt,banksman,32571
3552,,2841,flt,generator,32572
3552,bank,335,flt,banksman,32573
3552,,2841,flt,generator,32574
3552,bank,335,flt,banksman,32575
982,monitor,14003,issues,fault indicators,32576
982,notice,14003,issues,fault indicators,32577
564,instruct,11082,crew,supervisor _,32578
63,cause,270,this,umbilical,32579
1648,stop,4079,deployment,heads,32580
14004,carry,14005,update progress we,recovery _,32581
447,cut,276,m,lift,32582
4515,cut,14006,_,armour x000d _,32583
4515,prepare,276,_,lift,32584
276,break,14007,lift,strands,32585
48,leave,14008,it,winch drum,32586
14009,go,14010,reoccurrence,armour lift x000d _,32587
1159,spool,4515,us,_,32588
270,spool,4515,umbilical,_,32589
14011,see,144,wraps section,time,32590
30,sustain,83,that,damage,32591
1292,cut,400,trainee,thumb,32592
6626,,14012,impact wrench,to affix,32593
6626,reach,3141,impact wrench,bolts,32594
46,trigger,6626,employee,impact wrench,32595
132,pop,6626,hose,impact wrench,32596
14013,connect,132,hose clamp,hose,32597
6748,anchor,6749,073102c001 llog crwn,scr umb,32598
93,rotate,5668,he,segment,32599
93,notify,14014,he,supervisor supervisor,32600
93,move,79,he,him,32601
46,visit,14015,employee,safety office,32602
4742,take,46,hse manager,employee,32603
46,,81,employee,injury,32604
14016,,4466,pain employee,range,32605
242,provide,14017,doctor,prescriptions,32606
30,require,1327,that,aid treatment,32607
46,return,1327,employee,aid treatment,32608
52,side,6429,one,demand,32609
46,place,10840,employee,pressure cap,32610
599,insert,336,forklift driver,forks,32611
10840,roll,51,pressure cap,pallet,32612
14018,roll,51,miss part,pallet,32613
14019,,4515,clamp weight,_,32614
140,observe,1041,captain,swell,32615
140,request,564,captain,crew,32616
515,cause,14020,movement,masterlink,32617
14021,occur,14022,invasion,cyclist,32618
14023,task,4515,task dive technician,_,32619
14023,regulators_xd,4515,task dive technician,_,32620
105,prepare,14024,team,planning documentation,32621
105,complete,14024,team,planning documentation,32622
14025,rev,14026,confined entry manual,5 arctic sdc preparation,32623
63,identify,12721,this,dive tech,32624
1546,instruct,12721,dive supervisor,dive tech,32625
14027,complete,14028,1the team,documentation processes precautions,32626
12721,wear,6708,dive tech,monitor,32627
1251,monitor,14029,tech,supervisor bell camera audio,32628
14030,take,33,x000d _ 7team,action,32629
14031,conduct,898,x000d _ 8team,tofs,32630
14032,rev,14033,checklist mos,3 arctic sdc preparation,32631
14032,include,6816,checklist mos,status,32632
1546,set,14034,dive supervisor,regulator,32633
13609,strike,917,dat,rear,32634
13610,strike,13611,forklift accident,15k lift,32635
13609,strike,917,dat,rear,32636
13610,strike,13611,forklift accident,15k lift,32637
10743,remove,3765,wt,paint,32638
10743,notice,516,wt,anything,32639
10743,feel,516,wt,anything,32640
967,irritated,14035,something,eye_x000d _ supervisor,32641
284,agree,14036,we,to check this out_x000d,32642
93,lose,904,he,balance,32643
2495,provide,102,nurse,aid,32644
2495,check,14037,nurse,mobility,32645
2495,send,79,nurse,him,32646
14038,provide,739,orthopedic,bandage,32647
14039,lose,904,non -,balance,32648
14039,bump,1290,non -,elbow,32649
63,clean,14040,this,us_x000d _,32650
14041,show,14040,research,us_x000d _,32651
14042,pass,4115,cargo ship,mouth,32652
14043,pull,121,wake,water,32653
7518,pull,14044,barge,mooring blocks,32654
3757,topple,14045,mooring lines,welding machines,32655
3757,cause,83,mooring lines,damage,32656
