src,rel,dst,src_label,dst_label,row_id
5995,assist,564,turner employee,crew,50132
5995,hear,19589,turner employee,glass shatter,50133
143,regain,19562,vessel,mooring position,50134
8792,arrange,10009,tug,yamgaz,50135
19563,make,143,audax,vessel,50136
19590,lie,836,conducting flexi pipe,operations,50137
25,conduct,19591,ip,deck housekeeping,50138
93,slide,19592,he,bend restrictors,50139
287,suffer,19593,finger,pinch point injury,50140
25,wear,8968,ip,gloves _,50141
25,seek,19594,ip,assistance _ _ _,50142
19595,treat,11176,board medic,ips,50143
19595,report,81,board medic,injury,50144
4515,stop,19596,_,job_x000d _,50145
10248,record,19564,weather,sea height,50146
19565,carry,133,eidesvik marine department,inspection,50147
4515,check,19566,_,emergency exits,50148
3562,,19567,hatch,end stopper,50149
63,,15101,this,shocks,50150
63,cause,19568,this,stress load,50151
143,maintain,5824,vessel,heading,50152
176,clear,19597,actions,backlog,50153
93,,5540,he,bag,50154
93,take,5540,he,bag,50155
93,complete,2345,he,3,50156
646,happened_xd,4515,what,_,50157
93,release,29,he,food,50158
19598,carry,11572,food bag,sea state,50159
85,follow,19599,process,bones_x000d,50160
8899,contain,19599,food waste,bones_x000d,50161
18399,report,80,_ crew member,incident,50162
143,maintain,5824,vessel,heading,50163
176,clear,19597,actions,backlog,50164
93,,5540,he,bag,50165
93,take,5540,he,bag,50166
93,complete,2345,he,3,50167
646,happened_xd,4515,what,_,50168
93,release,29,he,food,50169
19598,carry,11572,food bag,sea state,50170
85,follow,19599,process,bones_x000d,50171
8899,contain,19599,food waste,bones_x000d,50172
18399,report,80,_ crew member,incident,50173
50,raise,3665,technician,reach truck,50174
93,hit,19600,he,reach button,50175
336,hung,19601,forks,shelf cross member,50176
336,rip,48,forks,it,50177
19602,experience,314,process technician,pain,50178
52,side,6429,one,demand,50179
1980,complete,7111,pic,lifts,50180
19603,lift,336,weights,forks,50181
63,report,10551,this,finding,50182
19604,instruct,366,statements information_x000d,project engineer,50183
93,,641,he,riggers,50184
7087,raise,19605,actions_x000d _,permits jras _,50185
878,pass,2208,riser,installation,50186
564,commence,2208,crew,installation,50187
878,complete,2208,riser,installation,50188
63,involve,2905,this,rotation,50189
3384,hear,12,vls operator,noise,50190
3384,notice,967,vls operator,something,50191
93,call,436,he,stop,50192
3384,identify,19606,vls operator,bearing _,50193
558,hear,12,deck supervisor,noise,50194
3384,recover,1689,vls operator,parts,50195
4665,weigh,4515,bearing,_,50196
1019,,1595,debris,picture,50197
94,design,19607,which,to catch falling objects,50198
4665,,5981,bearing,_ x000d _,50199
4688,weigh,19608,each,g side plates,50200
4665,guide,5981,bearing,_ x000d _,50201
5911,drop,19609,near miss,object 021036 bearing failure,50202
52,hydroteste,3191,one,gate valve,50203
93,accord,3191,he,gate valve,50204
93,realise,3191,he,gate valve,50205
93,want,19610,he,to reach 15 k,50206
979,get_injure,3191,body,gate valve,50207
19611,increase,535,ikm,pressure,50208
3170,find,3715,joint,leaking,50209
118,guide,15945,operator,end x000d _,50210
945,start,6566,pipe,_ x000d,50211
100,pass,243,worker,task,50212
100,notice,945,worker,pipe,50213
100,stop,177,worker,job,50214
19612,correct,4515,pipe position,_,50215
19612,place,4515,pipe position,_,50216
1600,reveal,83,risk,damage,50217
11150,experience,19613,_ operator,driver new,50218
19614,move,594,potential damage,rollers,50219
93,sleep,1668,he,knee,50220
93,bump,1668,he,knee,50221
93,start,19615,he,to suffer pain,50222
1713,assign,19616,staff,priority code,50223
78,report,6654,who,contusion,50224
78,open,16,who,case,50225
3626,slip,115,foreman,door,50226
3626,hit,115,foreman,door,50227
93,give,6616,he,referral,50228
1477,close,19617,supply,whru _,50229
1477,isolate,19617,supply,whru _,50230
118,start,6824,operator,filling,50231
19618,open,1655,stl field,air,50232
19619,tag,4515,loto- vent,_,50233
19620,fill,19621,hot oil,whru,50234
19622,load,1924,work tricycle,fittings,50235
19622,end,1924,work tricycle,fittings,50236
19623,break,1130,trail structure,tube,50237
19623,damage,1130,trail structure,tube,50238
2462,fall,37,plate,back,50239
2462,graze,37,plate,back,50240
105,arrive,797,team,check,50241
105,conduct,797,team,check,50242
19624,instal,19625,millennium,integrapod riser monitoring equipment,50243
19624,find,134,millennium,fluid,50244
3341,discover,19626,oz,leaking from the rov,50245
18292,,19627,ilogs,fresh water delivery,50246
15960,results_xd,4515,positive,_,50247
16562,take,19628,sanko baron,204m3,50248
19629,laboratory_xd,4515,snde,_,50249
4864,show,3809,results,level,50250
5765,,2943,service provider,cuts,50251
48,carry,98,it,area,50252
118,slide,287,operator,finger,50253
19630,pick,19631,forlift,palled gate,50254
118,lift,51,operator,pallet,50255
93,notice,19631,he,palled gate,50256
19632,agree,6321,wh ws,x000d,50257
118,,1320,operator,speed,50258
287,remain,159,finger,cut,50259
19633,cause,159,cutting profile,cut,50260
93,bump,172,he,head,50261
93,apply,3242,he,plaster,50262
64,diagnose,19634,medic,skin abrasion,50263
1550,return,19635,diver,to surface,50264
1573,find,19636,cable,to have parted completely,50265
1573,scrap,14506,cable,_ investigation,50266
19637,instal,105,-temperature sensor cable,team,50267
105,recover,19638,team,temperature sensor cable,50268
105,secure,48,team,it,50269
19639,recover,105,-both sensor sensor cable,team,50270
19639,transfer,105,-both sensor sensor cable,team,50271
19640,create,4007,growth,edges,50272
19641,suffer,81,yankovskiy sergey aleksandrovich,injury,50273
25,take,446,ip,part,50274
2378,create,19642,location,obstacle,50275
25,guide,10970,ip,beams,50276
25,,18639,ip,protection equipment,50277
4216,conduct,1236,security guard,round,50278
93,open,115,he,door,50279
93,sense,1572,he,smell,50280
116,enter,6493,they,heater,50281
116,spot,6493,they,heater,50282
19643,carry,9331,n0637,duties_x000d _,50283
2347,,19644,batteries,mechanic_x000d,50284
93,,263,he,arm,50285
93,move,1573,he,cable,50286
94,touch,19645,which,battery terminal,50287
63,create,4752,this,circuit,50288
30,,12,that,noise,50289
395,contact,2022,some,mechanic,50290
2169,cause,1433,face,scratches,50291
2169,contaminate,2169,face,face,50292
25,climb,19646,ip,way face,50293
25,,104,ip,way,50294
25,immerse,2169,ip,face,50295
424,remove,25,driver,ip,50296
80,communicate,5333,incident,trauma,50297
2228,suffer,5333,ophthalmologist,trauma,50298
78,confirm,25,who,ip,50299
1947,suggest,19647,evidence,trigger point activity,50300
19648,activate,255,trigger point,contact,50301
6219,agitate,642,act,the,50302
63,cause,6018,this,ignition,50303
94,increase,3,which,activity,50304
30,vent,19649,that,naturally_x000d,50305
3472,lock,611,starboard bell,system,50306
19650,leave,7133,diver starboard bell,surface_x000d _,50307
12522,leave,13620,port bell,bottom x000d _,50308
1547,report,19651,divers,oil discharge x000d _,50309
1,stop,9986,rov,maintenance activities,50310
1,commence,5547,rov,dive,50311
6193,pass,19652,pig,signaller,50312
6193,track,4515,pig,_,50313
19653,instal,1672,pig signallers,structure,50314
6193,pass,1672,pig,structure,50315
19654,show,19655,pig signaller,02,50316
6193,enter,19656,pig,why structure,50317
3294,,19657,spool,plug preloaded,50318
1547,close,851,divers,connection,50319
19658,contact,19659,conocophillips,stella fpf-1,50320
78,confirm,19660,who,pressure increase,50321
760,,14978,cause,to be determined,50322
2825,,19661,client,mitigation plan,50323
143,maintain,19662,vessel,dp_x000d _ °,50324
19663,wake,19664,_ diver,_ capt,50325
19663,report,19665,_ diver,pains _ x000d _,50326
6189,take,4515,_ immediate actions,_,50327
64,make,1645,medic,call,50328
4515,comments_xd,4515,_,_,50329
19666,followed_xd,6071,recommendation,_ _,50330
19667,deliver,19668,transporter trailer,aluminium support structure,50331
4635,disconnect,195,drivers,trailer,50332
4635,leave,19669,drivers,trailer bed,50333
19670,leave,12460,hspt staff workers,worksite,50334
246,notice,1572,i,smell,50335
52,hydroteste,3191,one,gate valve,50336
93,accord,3191,he,gate valve,50337
93,realise,3191,he,gate valve,50338
93,want,19610,he,to reach 15 k,50339
979,get_injure,3191,body,gate valve,50340
19671,fall,19672,girder plate,welder x000d _,50341
19671,impact,19672,girder plate,welder x000d _,50342
19671,fall,428,girder plate,welder,50343
19671,impact,428,girder plate,welder,50344
19673,perform,19674,sublet welder,welding on the spool,50345
19675,fall,127,metal slag,burn,50346
19675,receive,127,metal slag,burn,50347
19676,wear,19677,incident ip,foot protectionlegging,50348
25,report,81,ip,injury,50349
19678,conduct,19679,aegir,field preparation loss,50350
19680,feed,19681,main switchboard,lvsb d11,50351
758,operate,19682,workers,cutting pipe support,50352
118,change,19683,operator,flame direction,50353
19684,sputter,19683,iron melt,flame direction,50354
395,adhere,48,some,it,50355
395,set,48,some,it,50356
116,keep,88,they,observation,50357
4216,conduct,1236,security guard,round,50358
93,open,115,he,door,50359
93,sense,1572,he,smell,50360
116,enter,6493,they,heater,50361
116,spot,6493,they,heater,50362
100,drop,879,worker,pieces,50363
2004,observe,44,member,employees,50364
93,lower,879,he,pieces,50365
48,hit,11382,it,edge protection,50366
19685,call,44,nm identifier,employees,50367
11644,report,8149,ipmt,nm,50368
19686,employ,18981,employees they,subcontractor aggelou constructions,50369
44,receive,112,employees,work,50370
2088,adopt,7012,method,sctr,50371
7012,receive,2827,sctr,instructions,50372
4748,introduce,19687,apprentice,mp,50373
48,give,5604,it,instruction,50374
4748,give,5604,apprentice,instruction,50375
19687,,133,mp,inspection,50376
4748,complete,851,apprentice,connection,50377
93,hold,1644,he,hands,50378
93,receive,627,he,shock,50379
93,anticipate,7930,he,_ x000d _ _,50380
93,receive,627,he,shock,50381
611,troubleshoot,4383,system,electricians,50382
1629,exit,8978,piston,accumulator,50383
48,exit,8978,it,accumulator,50384
563,hit,19461,lid,alternator frame,50385
284,,19462,we,lwi,50386
63,state,19463,this,ref note,50387
284,,19464,we,2by4,50388
98,cord,19465,area,possibilety,50389
63,,19465,this,possibilety,50390
1629,exit,8978,piston,accumulator,50391
48,exit,8978,it,accumulator,50392
563,hit,19461,lid,alternator frame,50393
284,,19462,we,lwi,50394
63,state,19463,this,ref note,50395
284,,19464,we,2by4,50396
98,cord,19465,area,possibilety,50397
63,,19465,this,possibilety,50398
1629,exit,8978,piston,accumulator,50399
48,exit,8978,it,accumulator,50400
563,hit,19461,lid,alternator frame,50401
284,,19462,we,lwi,50402
63,state,19463,this,ref note,50403
284,,19464,we,2by4,50404
98,cord,19465,area,possibilety,50405
63,,19465,this,possibilety,50406
8524,notice,889,jv workers,smoking,50407
8524,inform,7940,jv workers,representatives,50408
118,cut,19688,operator,the end,50409
118,recall,19689,operator,post sounds,50410
19690,set,2491,normally_x000d _,procedure,50411
19691,scratch,384,versabar employee,hand,50412
93,twisted,72,he,cover,50413
25,instruct,19692,ip,to keep it covered,50414
116,look,19692,they,to keep it covered,50415
19693,,19694,guindaste contra brasil pontal,01/11/2016 collission,50416
6488,,6489,pontal,parana brazil,50417
428,cut,7635,welder,dog plate,50418
93,cut,6737,he,slag,50419
6737,melt,2942,slag,plastic,50420
6737,produce,1091,slag,flame,50421
19695,complete,136,mammoet crew,maintenance,50422
324,scope,19696,rigger,contact boom,50423
324,,255,rigger,contact,50424
324,lift,2508,rigger,boom,50425
118,boom,14,operator,supervisor,50426
118,notify,14,operator,supervisor,50427
15142,occur,446,road traffic accident,part,50428
424,perform,19697,driver,parking manoeuvre,50429
424,stop,36,driver,vehicle,50430
424,consult,9660,driver,mirror,50431
93,,19642,he,obstacle,50432
93,reverse,36,he,vehicle,50433
93,hear,36,he,vehicle,50434
114,shatter,12,glass,noise,50435
93,stop,36,he,vehicle,50436
93,move,461,he,car,50437
93,hit,2310,he,tree,50438
94,,13926,which,trunk,50439
424,inform,9944,driver,logistics manager,50440
8411,communicate,19698,x000d _ incident,immediately_x000d _ _,50441
19699,prepare,19698,safety flash,immediately_x000d _ _,50442
424,stop,36,driver,vehicle,50443
424,consult,2093,driver,side mirror,50444
461,hit,2310,car,tree,50445
143,maintain,5824,vessel,heading,50446
176,clear,19597,actions,backlog,50447
93,,5540,he,bag,50448
93,take,5540,he,bag,50449
93,complete,2345,he,3,50450
646,happened_xd,4515,what,_,50451
93,release,29,he,food,50452
19598,carry,11572,food bag,sea state,50453
85,follow,19599,process,bones_x000d,50454
8899,contain,19599,food waste,bones_x000d,50455
18399,report,80,_ crew member,incident,50456
143,maintain,5824,vessel,heading,50457
176,clear,19597,actions,backlog,50458
93,,5540,he,bag,50459
93,take,5540,he,bag,50460
93,complete,2345,he,3,50461
646,happened_xd,4515,what,_,50462
93,release,29,he,food,50463
19598,carry,11572,food bag,sea state,50464
85,follow,19599,process,bones_x000d,50465
8899,contain,19599,food waste,bones_x000d,50466
18399,report,80,_ crew member,incident,50467
422,bring,9151,forklift operator,plates,50468
93,,196,he,turn,50469
30,hit,52,that,one,50470
80,report,1804,incident,client rep,50471
422,bring,9151,forklift operator,plates,50472
93,,196,he,turn,50473
30,hit,52,that,one,50474
80,report,1804,incident,client rep,50475
10719,find,7521,scaffolders,bracing,50476
788,miss,3625,scaffold,hold,50477
758,instal,19700,workers,roof sandwich panels,50478
1930,access,1216,roof,basket,50479
19701,follow,19702,foreman vv nezamayev,ptw opening procedure,50480
19703,attach,4705,trebukhin gl,slings,50481
253,,255,crane operator,contact,50482
19704,block,2596,compressor wall,view,50483
93,get,2827,he,instructions,50484
19705,take,273,stl specialists,photos,50485
69,try,1147,she,to move,50486
46,operate,53,employee,forklift,50487
93,move,48,he,it,50488
2102,move,5344,handler,swing lift,50489
521,clip,1424,top,fan,50490
19706,carry,11009,wounded,firefighters,50491
19707,,19708,nos olhos,tripulante_x000d,50492
19709,,19710,_ top coral,atlantico fall,50493
2126,,8247,project top coral,atlantico,50494
48,barricade,1167,it,snow,50495
48,cover,1167,it,snow,50496
93,wear,2507,he,devices,50497
93,feel,314,he,pain,50498
93,provide,102,he,aid,50499
1300,diagnose,19711,fracture,aid bones,50500
1300,leave,1199,fracture,bones,50501
6470,inform,4574,hse personnel,maintenance personnel,50502
11050,step,4515,insulation worker,_,50503
836,block,19712,operations,personnel x000d,50504
19713,suffer,6654,gpg,contusion,50505
19714,work,19715,enforcement units,shifts_x000d,50506
19716,decoct,19717,mole disc coins,disk pushes,50507
8906,catch,9,disk,end,50508
11412,plan,19718,omt,transportation x000d _ x000d,50509
93,meet,19719,he,technip agent,50510
116,,79,they,him,50511
19720,,19721,rem forza ip,dizziness vertigo,50512
836,block,19712,operations,personnel x000d,50513
19713,suffer,6654,gpg,contusion,50514
19714,work,19715,enforcement units,shifts_x000d,50515
50,move,53,technician,forklift,50516
2570,roll,6938,inches,_ _ x000d,50517
267,roll,51,tool,pallet,50518
46,,6626,employee,impact wrench,50519
46,report,80,employee,incident,50520
46,assess,19722,employee,work restrictions,50521
1711,receive,19722,day,work restrictions,50522
46,sustain,19723,employee,hand abrasion,50523
19622,load,1924,work tricycle,fittings,50524
19622,end,1924,work tricycle,fittings,50525
48,hit,19489,it,floor him,50526
48,strike,19490,it,ground person,50527
18710,catch,126,carton,fire,50528
758,form,1672,workers,structure,50529
1989,,126,workshop,fire,50530
19724,catch,126,carton containing spray bottles,fire,50531
48,,3,it,activity,50532
48,connect,3,it,activity,50533
870,start,19725,motor,inch line,50534
6028,pta,6029,mangalore,isbl,50535
25,prepare,6631,ip,boards,50536
384,slip,79,hand,him,50537
15490,cut,79,saw,him,50538
25,,1172,ip,safety gloves,50539
93,suffer,81,he,injury,50540
19726,wear,19727,injury tyre,out/,50541
4163,wear,7414,subcontractor,ppe_x000d,50542
6738,follow,19728,medical,required_x000d,50543
4163,,19729,subcontractor,rigger training,50544
25,seek,2233,ip,advice,50545
78,pass,98,who,area,50546
2399,break,16,weld,case,50547
2399,break,16,weld,case,50548
19730,accompany,25,dept mgr,ip,50549
242,advise,25,doctor,ip,50550
3,contaminate,6841,activity,soil,50551
19731,com,1536,o transporte,t,50552
19732,,19733,após queda,tanque iniciou se,50553
19734,feed,19735,v cable,bridge bights,50554
1574,cut,14215,power,immediately_x000d,50555
4163,fine,687,subcontractor,police,50556
19736,indicate,1374,warning sign,height,50557
1423,inhale,3372,technipfmc employee,product,50558
15086,contain,19737,bin,chemical product,50559
25,want,19738,ip,to empty it_x000d,50560
25,notice,48,ip,it,50561
9696,strock,79,fumes,him,50562
63,,19739,this,it him breath,50563
25,take,17341,ip,breath,50564
25,remove,717,ip,himself,50565
25,spray,121,ip,water,50566
25,feel,4515,ip,_,50567
93,,5476,he,headache,50568
25,notify,6512,ip,incident_x000d _,50569
25,start,19740,ip,to feel better,50570
25,resume,112,ip,work,50571
86,add,10271,hse,berms pads,50572
86,look,2349,hse,sheen,50573
86,see,2349,hse,sheen,50574
25,exit,19741,ip,hcu room,50575
629,assist,79,colleague,him,50576
9385,call,15412,shipyard,to attend,50577
30,cover,19742,that,plastic guarding,50578
189,stop,6102,truck,flagger,50579
10240,pull,6102,utv,flagger,50580
10240,stop,6102,utv,flagger,50581
6102,signal,9798,flagger,moving forward,50582
10240,start,9798,utv,moving forward,50583
189,start,19743,truck,to pull forward,50584
10240,stall,19743,utv,to pull forward,50585
424,notice,1933,driver,brakes,50586
424,apply,1933,driver,brakes,50587
189,tap,917,truck,rear,50588
136,carry,19744,maintenance,contractors_x000d _ _ _,50589
267,suffer,298,tool,failure,50590
947,sustain,810,contractor,injuries,50591
78,hold,267,who,tool,50592
19745,administer,102,yard medic,aid,50593
217,carry,19746,vessel medic,examination _,50594
14948,grade,19747,psc operator,excavation slope,50595
14948,track,19748,psc operator,hoe,50596
118,grade,19749,operator,north side,50597
1395,contact,9041,corner,pvc conduit,50598
1395,damage,9041,corner,pvc conduit,50599
915,hit,15981,party vehicle,spiecapag vehicle,50600
915,cause,19750,party vehicle,panel damage,50601
15355,hit,15981,non technip sca da,spiecapag vehicle,50602
19751,prepare,351,pwht worker,place,50603
100,switch,386,worker,supervision,50604
19752,reach,19753,pwht,° c,50605
398,start,6955,piece,to burn,50606
3417,extinguish,126,fire extinguisher,fire,50607
94,conduct,311,which,contractors,50608
11503,weld,235,tig,tasks,50609
11503,grind,235,tig,tasks,50610
3626,stop,243,foreman,task,50611
947,smother,19754,contractor,bag extinguisher,50612
947,report,13,contractor,occurrence,50613
3496,identify,19755,hazard,vessel yard,50614
98,traffic,432,area,personnel,50615
46,operate,5344,employee,swing lift,50616
46,stage,1197,employee,pallets,50617
422,bring,9151,forklift operator,plates,50618
93,,196,he,turn,50619
30,hit,52,that,one,50620
80,report,1804,incident,client rep,50621
422,bring,9151,forklift operator,plates,50622
93,,196,he,turn,50623
30,hit,52,that,one,50624
80,report,1804,incident,client rep,50625
93,hit,461,he,car,50626
46,leave,2029,employee,scene,50627
80,witness,19756,incident,hotel guest,50628
758,chip,172,workers,head,50629
19757,disconnect,1574,connection air hose,power,50630
30,miss,19758,that,safety latch,50631
7004,shift,19759,helper,scaffold boards,50632
52,fabricate,19760,one,cleat,50633
19761,commence,19762,vessel surf allamanda,span correction,50634
30,conduct,19763,that,neptune,50635
3347,commence,2379,baker hughes,pressure testing,50636
4562,erect,19764,toolbox talk,barrier _,50637
669,inform,19765,person,parties control,50638
116,perform,2379,they,pressure testing,50639
867,pressurise,19766,start,pressure manifold_x000d _,50640
78,contact,64,who,medic,50641
64,diagnose,25,medic,ip,50642
94,break,490,which,wire,50643
463,pende,616,investigation,information,50644
19767,make,255,170410- forklift,contact,50645
758,notice,272,workers,section,50646
116,follow,3,they,activity,50647
80,identify,19768,incident,tap hss inspector,50648
80,report,19768,incident,tap hss inspector,50649
78,reach,2378,who,location,50650
78,stop,3,who,activity,50651
30,affect,80,that,incident,50652
9,lay,19769,end,only_x000d,50653
116,hear,5400,they,cracks,50654
19770,report,441,ch workers operator,event,50655
356,pass,10769,all,induction,50656
246,investigate,8043,i,tag,50657
246,notice,8043,i,tag,50658
292,,18732,oil,wwtp permit,50659
292,violate,18732,oil,wwtp permit,50660
18733,need,18734,lift station,to be turned off,50661
246,investigate,8043,i,tag,50662
246,notice,8043,i,tag,50663
292,,18732,oil,wwtp permit,50664
292,violate,18732,oil,wwtp permit,50665
18733,need,18734,lift station,to be turned off,50666
1065,teve,19771,colaborador,luxao,50667
25,hit,791,ip,motorcycle,50668
30,overran,1650,that,light,50669
93,cross,6740,he,street,50670
25,stop_xd,4515,ip,_,50671
25,,4590,ip,dislocation,50672
861,atravessar,584,ao,em,50673
25,hit,791,ip,motorcycle,50674
46,hurt,287,employee,finger,50675
19772,hurt,287,sh office-530 employee,finger,50676
19773,carry,16301,wct,earth,50677
19774,cause,15280,earth filling earth bund,degree,50678
19774,cause,15280,earth filling earth bund,degree,50679
424,,196,driver,turn,50680
195,fall,14411,trailer,landing gear,50681
195,damage,14411,trailer,landing gear,50682
100,lose,977,worker,helmet,50683
30,,19775,that,helmet fall,50684
7046,break,6361,azfen,concrete,50685
857,raise,11505,ptw,socar azk laboratory,50686
6979,perform,11505,gas test,socar azk laboratory,50687
7044,check,19776,gas detector,ppm reading,50688
48,show,19776,it,ppm reading,50689
6979,arrange,7016,gas test,socar azk_x000d,50690
6979,conduct,7010,gas test,socar azk,50691
2241,detect,7010,gas,socar azk,50692
931,engage,1217,operators,t crane,50693
25,locate,1217,ip,t crane,50694
25,require,1327,ip,aid treatment,50695
19777,,19778,cable end,securment,50696
9,,3669,end,heat shrink,50697
19779,strike,25,block 070219 cable,ip,50698
436,call,118,stop,operator,50699
118,stop,170,operator,line,50700
3485,drop,1240,length,base,50701
3485,strike,1240,length,base,50702
246,attend,170,i,line,50703
284,carry,133,we,inspection,50704
133,reveal,516,inspection,anything,50705
19780,begin,19781,few,to work loose,50706
10054,mark,170,lengths,line,50707
2289,prepare,19782,reel,flexi france,50708
19783,follow,19784,tul,sop u-108,50709
94,include,19785,which,spring washers,50710
118,strike,3535,operator,item,50711
284,check,8505,we,couple,50712
284,inspect,8505,we,couple,50713
284,find,8505,we,couple,50714
284,tighten,356,we,all,50715
1432,fit,19786,gate,sos personnel,50716
19787,book,19788,tul ops,nuts washers,50717
19789,fail,19790,rope cutter,5 liters,50718
19789,release,19790,rope cutter,5 liters,50719
11342,list_xd,4515,mos ops-678 mass rescue,_,50720
11343,deploy,11344,which each,asset_x000d _ alignment liaison,50721
143,conduct,836,vessel,operations,50722
93,observe,13946,he,torchlight,50723
93,call,436,he,stop,50724
93,notify,1516,he,bridge,50725
78,illuminate,19791,who,starboard spotlight,50726
116,observe,4746,they,boat,50727
116,identify,374,they,them,50728
395,wear,19792,some,life jackets,50729
395,wave,333,some,arms,50730
19793,transfer,19794,vessel master crew,souls x000d,50731
94,,6128,which,responsibility,50732
310,commence,4515,operation,_,50733
19795,lift,9,performance iron worker,end,50734
246,beam,19796,i,to insert cribbing,50735
46,experience,90,employee,discomfort,50736
490,pull,7885,wire,deck winch,50737
94,cause,19797,which,deck winch wire,50738
18867,,19798,fa,aspirin,50739
19799,report,63,_ fa2,this,50740
78,go,2353,who,condition,50741
78,assess,2353,who,condition,50742
19800,report,4515,fa1,_,50743
25,improve,833,ip,appointment,50744
25,book,833,ip,appointment,50745
25,,2353,ip,condition,50746
19801,review,19802,_ fa1,aid book,50747
94,direct,19803,which,fa1 response,50748
103,instruct,19800,lead,fa1,50749
19800,report,75,fa1,issue,50750
19804,highlight,4515,oh lead,_,50751
1138,arrange,25,taxi,ip,50752
93,,25,he,ip,50753
13336,require,4076,deterioration,ambulance,50754
19800,monitor,4076,fa1,ambulance,50755
25,see,19805,ip,gp_x000d _ _,50756
19806,remove,448,improvement medical history,requirement,50757
19807,collapse,19808,am steel structure,1 2,50758
12412,suspend,639,structure erection work,poles,50759
12412,support,639,structure erection work,poles,50760
33,taken_xd,4515,action,_,50761
19809,inform,14215,sctr construction team,immediately_x000d,50762
98,visit,6985,area,started_x000d _,50763
463,,6985,investigation,started_x000d _,50764
463,start,18961,investigation,tpit hse team_x000d,50765
125,investigate,708,areas,findings,50766
2353,recognise,6631,condition,boards,50767
2353,support,6631,condition,boards,50768
2353,secure,6631,condition,boards,50769
1672,hit,19810,structure,equipment machinery,50770
1672,damage,19810,structure,equipment machinery,50771
1674,miss,19811,risk assessment,structure hazards,50772
3914,specify,19811,tra,structure hazards,50773
214,mount,19812,wall,con unit condenser,50774
19813,catch,126,admin building,fire,50775
78,see,126,who,fire,50776
1584,activate,19814,other,bomba,50777
19814,arrive,126,bomba,fire,50778
19814,,126,bomba,fire,50779
19812,catch,126,con unit condenser,fire,50780
46,remove,51,employee,pallet,50781
46,scrap,52,employee,one,50782
4659,conduct,19815,jsa,lel checks,50783
143,tilt,1618,vessel,tower,50784
19816,transfer,19817,_ 10th,change surfer,50785
19818,feel,19819,fpso 09042019 rigger,pain sweting,50786
25,follow,4813,ip,meeting,50787
98,,19148,area,slop,50788
811,see,19820,warehouse technician,load slide,50789
98,try,19821,area,to slow the forklift,50790
23,tip,6321,crate,x000d,50791
50,drive,53,technician,forklift,50792
93,hit,681,he,crane,50793
93,notice,681,he,crane,50794
93,slam,1933,he,brakes,50795
9163,perform,19822,aker,leak testing,50796
19823,hold,535,hpa,pressure,50797
19823,hold,535,hpa,pressure,50798
96,tighten,19824,fitting,divers hpa,50799
19825,disconnect,19826,tul techs,monitoring equipment,50800
119,occur,19827,leakage,technip uk,50801
119,advise,19827,leakage,technip uk,50802
3261,submit,19828,notification,chevron,50803
25,fall,19829,ip,to catch themselves,50804
25,manage,19829,ip,to catch themselves,50805
94,jar,522,which,bottom,50806
48,note,25,it,ip,50807
63,confirm,136,this,maintenance,50808
19830,note,19831,motorbike rider,reported,50809
46,speak,12144,employee,to clean it up,50810
46,need,12144,employee,to clean it up,50811
136,reply,19832,maintenance,helpdesk request,50812
136,submit,19832,maintenance,helpdesk request,50813
48,action,19832,it,helpdesk request,50814
46,neglect,19833,employee,to do this,50815
136,get,19833,maintenance,to do this,50816
19834,appear,19835,texture,to be clear,50817
3711,,19836,bay,user_x000d,50818
906,agree,30,you,that,50819
906,read,19837,you,that park rules,50820
906,follow,19838,you,park rules,50821
30,damage,2072,that,actuator,50822
48,contact,1165,it,ground,50823
30,damage,2072,that,actuator,50824
48,contact,1165,it,ground,50825
857,raise,11505,ptw,socar azk laboratory,50826
6979,perform,11505,gas test,socar azk laboratory,50827
6979,perform,19839,gas test,azk gas tester reading,50828
176,taken_xd,4515,actions,_,50829
17022,suspend,310,site supervisor temporary,operation,50830
17022,evacuate,17023,site supervisor temporary,personnel_x000d _,50831
17024,contact,105,azfen hse,team,50832
17025,visit,7489,tpit hse engineer,area_x000d _,50833
6982,contact,6983,er dispatcher,tpit er coordinator_x000d,50834
19840,contact,19841,azk laboratory area authority,employer dispatcher_x000d,50835
6984,go,19842,area authority,valves_x000d,50836
6984,close,19842,area authority,valves_x000d,50837
12990,check,11513,appr,ppm,50838
12990,show,11513,appr,ppm,50839
48,bent,19843,it,bottom damage,50840
50,bleed,535,technician,pressure,50841
50,bleed,535,technician,pressure,50842
310,require,118,operation,operator,50843
63,,118,this,operator,50844
25,shift,398,ip,piece,50845
20,slip,729,leg,grip,50846
25,lose,729,ip,grip,50847
94,create,4105,which,hazards,50848
19844,,1180,controle,veículo,50849
19845,assess,4515,knots sea,_,50850
1,go,4515,rov,_,50851
19845,start,4515,knots sea,_,50852
36,begin,310,vehicle,operation,50853
2752,lose,4515,litre,_,50854
36,recover,19846,vehicle,to deck the hose,50855
19847,fail,2673,damage rem hydraulic hose,subsea,50856
18482,tratamento,19848,dutra industrial plants,térmico,50857
2196,seek,718,patient,consultation,50858
2196,,3,patient,activity,50859
2436,note,3149,inflammation,abnormalities,50860
1068,touch,1432,tire,gate,50861
46,take,374,employee,them,50862
4054,inform,6621,boss,hse department,50863
979,hit,6198,body,x000d _,50864
93,land,6198,he,x000d _,50865
8929,iocl,19849,bs iv project,barauni iocl,50866
19850,,9961,sapura esmeralda,entry,50867
19850,approach,16047,sapura esmeralda,top cda,50868
